age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,education_ordered,age_bins
52,management,married,university.degree,no,yes,no,1.0,nov,mon,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,university.degree,"(45, 55]"
36,services,divorced,high.school,no,yes,no,1.0,may,wed,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,high.school,"(35, 45]"
35,student,single,university.degree,unknown,no,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,university.degree,"(25, 35]"
44,blue-collar,married,basic.9y,no,yes,no,1.0,may,fri,1.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,basic.9y,"(35, 45]"
38,admin.,married,university.degree,no,yes,no,0.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(35, 45]"
30,self-employed,single,university.degree,no,no,no,1.0,aug,mon,2.0,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,0,university.degree,"(25, 35]"
42,blue-collar,married,basic.9y,unknown,yes,no,0.0,may,fri,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,unknown,"(35, 45]"
44,management,married,university.degree,no,yes,no,1.0,aug,tue,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(35, 45]"
30,technician,single,professional.course,no,yes,yes,1.0,may,wed,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,unknown,"(25, 35]"
34,technician,married,high.school,no,no,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,high.school,"(25, 35]"
23,student,single,high.school,no,no,yes,1.0,oct,fri,1.0,3,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,high.school,"(15, 25]"
61,blue-collar,married,high.school,no,no,no,1.0,oct,wed,1.0,2,1,success,-3.4,92.431,-26.9,0.724,5017.5,0,high.school,"(55, 65]"
57,technician,married,high.school,no,yes,no,1.0,apr,wed,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,high.school,"(55, 65]"
50,admin.,divorced,university.degree,no,no,yes,1.0,may,mon,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1,university.degree,"(45, 55]"
71,retired,divorced,basic.4y,no,yes,no,0.0,apr,thu,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,basic.4y,"(65, 75]"
29,admin.,single,university.degree,no,yes,no,1.0,may,wed,1.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,university.degree,"(25, 35]"
20,student,single,basic.4y,no,yes,yes,1.0,apr,tue,1.0,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,1,basic.4y,"(15, 25]"
65,retired,single,university.degree,no,no,no,1.0,nov,thu,1.0,999,2,failure,-3.4,92.649,-30.1,0.714,5017.5,1,university.degree,"(55, 65]"
57,blue-collar,divorced,basic.9y,unknown,yes,no,0.0,jun,wed,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,unknown,"(55, 65]"
26,services,married,high.school,no,yes,no,1.0,may,fri,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,high.school,"(25, 35]"
56,blue-collar,married,basic.4y,unknown,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.4y,"(55, 65]"
27,services,single,high.school,unknown,no,no,1.0,jul,tue,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,high.school,"(25, 35]"
38,services,married,high.school,no,yes,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(35, 45]"
57,technician,married,basic.9y,no,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.9y,"(55, 65]"
52,management,married,university.degree,no,no,no,1.0,aug,wed,1.0,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,university.degree,"(45, 55]"
31,admin.,married,university.degree,no,yes,no,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,university.degree,"(25, 35]"
40,technician,married,professional.course,unknown,no,yes,0.0,jul,thu,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,professional.course,"(35, 45]"
40,blue-collar,married,basic.9y,unknown,yes,no,0.0,jun,fri,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,basic.9y,"(35, 45]"
36,unemployed,single,basic.4y,unknown,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.4y,"(35, 45]"
41,blue-collar,single,basic.9y,no,no,no,1.0,may,fri,2.0,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,basic.9y,"(35, 45]"
54,admin.,divorced,university.degree,no,yes,yes,1.0,jul,mon,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,unknown,"(45, 55]"
27,services,single,high.school,no,no,yes,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,high.school,"(25, 35]"
53,admin.,divorced,university.degree,no,yes,no,1.0,mar,thu,1.0,999,1,failure,-1.8,93.369,-34.8,0.65,5008.7,0,university.degree,"(45, 55]"
39,management,married,university.degree,no,no,no,1.0,nov,thu,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,unknown,"(35, 45]"
45,admin.,divorced,university.degree,no,no,yes,1.0,nov,fri,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(35, 45]"
30,self-employed,single,university.degree,no,yes,no,1.0,aug,tue,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(25, 35]"
39,blue-collar,married,basic.4y,unknown,no,no,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
42,technician,married,high.school,no,no,no,0.0,may,thu,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,high.school,"(35, 45]"
47,services,married,high.school,unknown,no,no,0.0,jun,mon,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,unknown,"(45, 55]"
33,technician,married,professional.course,no,yes,yes,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,professional.course,"(25, 35]"
37,services,married,high.school,no,no,no,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,high.school,"(35, 45]"
44,admin.,married,high.school,no,yes,no,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(35, 45]"
29,student,single,university.degree,no,yes,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(25, 35]"
55,blue-collar,married,basic.4y,no,no,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,basic.4y,"(45, 55]"
73,retired,married,basic.4y,no,yes,no,1.0,sep,fri,2.0,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,0,basic.4y,"(65, 75]"
49,technician,married,professional.course,unknown,yes,no,1.0,aug,wed,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,professional.course,"(45, 55]"
44,admin.,married,university.degree,unknown,yes,no,1.0,aug,wed,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,university.degree,"(35, 45]"
52,blue-collar,married,basic.9y,unknown,no,no,0.0,jul,fri,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,basic.9y,"(45, 55]"
40,blue-collar,married,basic.9y,unknown,yes,no,0.0,jul,mon,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,basic.9y,"(35, 45]"
32,blue-collar,married,basic.9y,no,no,no,1.0,nov,thu,4.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,unknown,"(25, 35]"
38,blue-collar,single,basic.4y,no,no,no,1.0,nov,wed,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,basic.4y,"(35, 45]"
38,entrepreneur,married,university.degree,no,no,no,0.0,jun,thu,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,university.degree,"(35, 45]"
33,admin.,single,university.degree,no,no,no,1.0,aug,thu,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
49,services,married,basic.9y,no,yes,no,1.0,aug,thu,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,basic.9y,"(45, 55]"
35,entrepreneur,married,professional.course,no,no,yes,1.0,may,thu,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,professional.course,"(25, 35]"
37,admin.,married,university.degree,no,no,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(35, 45]"
45,services,married,high.school,no,yes,no,0.0,jul,tue,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,high.school,"(35, 45]"
43,entrepreneur,married,basic.4y,no,yes,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
40,technician,married,professional.course,no,yes,no,1.0,aug,tue,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,professional.course,"(35, 45]"
43,blue-collar,married,basic.9y,unknown,yes,no,1.0,may,tue,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,basic.9y,"(35, 45]"
48,services,married,high.school,no,yes,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(45, 55]"
36,blue-collar,married,high.school,unknown,yes,no,0.0,may,mon,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(35, 45]"
31,admin.,single,university.degree,no,no,no,1.0,may,fri,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,university.degree,"(25, 35]"
48,blue-collar,married,basic.4y,no,no,no,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,basic.4y,"(45, 55]"
45,admin.,divorced,university.degree,no,no,no,0.0,may,wed,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,university.degree,"(35, 45]"
55,blue-collar,married,basic.4y,no,yes,yes,1.0,apr,thu,4.0,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,basic.4y,"(45, 55]"
38,services,married,high.school,no,no,no,1.0,jul,fri,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,high.school,"(35, 45]"
48,services,married,high.school,unknown,yes,no,1.0,jul,mon,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(45, 55]"
47,technician,married,university.degree,no,yes,no,1.0,aug,wed,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(45, 55]"
27,services,single,high.school,no,no,no,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(25, 35]"
33,admin.,single,university.degree,no,no,no,1.0,apr,mon,1.0,999,2,failure,-1.8,93.749,-34.6,0.642,5008.7,0,university.degree,"(25, 35]"
34,services,single,high.school,no,yes,no,0.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,high.school,"(25, 35]"
48,management,married,high.school,unknown,no,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,high.school,"(45, 55]"
39,technician,married,professional.course,no,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(35, 45]"
54,retired,married,basic.4y,unknown,no,no,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(45, 55]"
26,technician,single,university.degree,no,yes,no,1.0,dec,tue,1.0,5,1,success,-3.0,92.713,-33.0,0.707,5023.5,1,university.degree,"(25, 35]"
58,services,married,high.school,no,yes,no,0.0,jun,tue,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,high.school,"(55, 65]"
41,blue-collar,divorced,basic.4y,unknown,yes,no,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
53,services,married,professional.course,no,yes,no,1.0,jul,wed,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,professional.course,"(45, 55]"
59,self-employed,married,professional.course,no,yes,no,1.0,apr,mon,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,professional.course,"(55, 65]"
50,blue-collar,married,basic.4y,unknown,yes,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,unknown,"(45, 55]"
40,blue-collar,divorced,basic.9y,no,yes,no,1.0,jul,wed,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.9y,"(35, 45]"
32,self-employed,married,university.degree,no,yes,no,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(25, 35]"
35,self-employed,married,university.degree,no,yes,no,0.0,may,mon,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,university.degree,"(25, 35]"
47,services,married,high.school,unknown,yes,no,1.0,aug,wed,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,high.school,"(45, 55]"
27,blue-collar,married,university.degree,no,no,no,0.0,jun,fri,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,university.degree,"(25, 35]"
32,admin.,married,university.degree,no,yes,yes,1.0,oct,wed,1.0,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,university.degree,"(25, 35]"
43,blue-collar,single,basic.6y,no,yes,yes,1.0,jul,wed,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,basic.6y,"(35, 45]"
53,blue-collar,married,basic.4y,unknown,no,yes,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(45, 55]"
39,blue-collar,divorced,basic.9y,no,yes,no,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,unknown,"(35, 45]"
33,technician,married,professional.course,no,no,yes,1.0,aug,thu,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,professional.course,"(25, 35]"
31,blue-collar,married,basic.4y,no,yes,no,0.0,may,mon,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.4y,"(25, 35]"
41,blue-collar,married,basic.4y,no,no,no,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,basic.4y,"(35, 45]"
49,admin.,single,high.school,no,no,no,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(45, 55]"
47,blue-collar,married,basic.4y,no,yes,yes,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.4y,"(45, 55]"
31,services,single,basic.6y,no,no,no,0.0,jun,wed,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,basic.6y,"(25, 35]"
44,blue-collar,single,professional.course,no,no,no,1.0,oct,tue,2.0,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,professional.course,"(35, 45]"
55,blue-collar,married,basic.9y,unknown,yes,no,0.0,may,thu,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,basic.9y,"(45, 55]"
44,technician,divorced,professional.course,no,no,no,1.0,apr,tue,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,professional.course,"(35, 45]"
50,management,married,university.degree,unknown,no,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,university.degree,"(45, 55]"
33,technician,married,professional.course,no,no,no,1.0,aug,tue,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,professional.course,"(25, 35]"
48,admin.,married,university.degree,no,yes,no,1.0,nov,wed,2.0,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(45, 55]"
36,entrepreneur,married,university.degree,no,no,no,1.0,apr,thu,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,university.degree,"(35, 45]"
34,services,married,basic.9y,no,no,no,1.0,nov,tue,2.0,4,1,success,-0.1,93.2,-42.0,4.153,5195.8,0,basic.9y,"(25, 35]"
24,admin.,single,high.school,no,yes,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,high.school,"(15, 25]"
45,technician,married,high.school,no,yes,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(35, 45]"
51,admin.,single,university.degree,unknown,yes,yes,1.0,nov,fri,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(45, 55]"
30,services,married,high.school,no,yes,yes,1.0,nov,thu,2.0,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,high.school,"(25, 35]"
57,entrepreneur,single,university.degree,no,yes,yes,1.0,apr,mon,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(55, 65]"
39,admin.,married,university.degree,no,yes,no,0.0,jun,thu,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,university.degree,"(35, 45]"
26,student,single,high.school,no,no,no,1.0,mar,fri,1.0,6,3,success,-1.8,93.369,-34.8,0.649,5008.7,1,high.school,"(25, 35]"
65,retired,married,high.school,no,no,no,1.0,aug,mon,1.0,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,0,high.school,"(55, 65]"
31,technician,married,high.school,no,no,no,1.0,nov,thu,1.0,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,high.school,"(25, 35]"
53,technician,single,professional.course,unknown,no,no,1.0,may,tue,2.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,professional.course,"(45, 55]"
39,blue-collar,single,basic.4y,unknown,no,no,0.0,jul,thu,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,basic.4y,"(35, 45]"
33,admin.,divorced,high.school,no,no,yes,1.0,jul,thu,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,high.school,"(25, 35]"
41,management,married,university.degree,no,yes,no,0.0,jun,fri,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,university.degree,"(35, 45]"
41,admin.,divorced,university.degree,no,no,no,1.0,aug,mon,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(35, 45]"
51,technician,married,professional.course,no,yes,no,1.0,may,thu,2.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,professional.course,"(45, 55]"
42,management,divorced,university.degree,unknown,yes,no,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(35, 45]"
36,management,married,university.degree,no,yes,no,1.0,aug,fri,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,university.degree,"(35, 45]"
35,blue-collar,married,basic.6y,no,yes,no,1.0,may,wed,2.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,basic.6y,"(25, 35]"
40,admin.,divorced,university.degree,no,no,no,0.0,jul,wed,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(35, 45]"
32,technician,single,professional.course,no,yes,no,1.0,may,fri,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,professional.course,"(25, 35]"
30,student,single,high.school,no,yes,no,1.0,apr,wed,4.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,unknown,"(25, 35]"
33,blue-collar,married,basic.9y,no,yes,no,1.0,may,wed,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,basic.9y,"(25, 35]"
31,technician,married,university.degree,no,no,no,1.0,aug,thu,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,university.degree,"(25, 35]"
42,services,divorced,high.school,no,yes,no,1.0,nov,fri,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,high.school,"(35, 45]"
36,admin.,single,university.degree,no,yes,no,1.0,sep,fri,2.0,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1,university.degree,"(35, 45]"
45,management,married,university.degree,unknown,yes,no,1.0,apr,thu,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,university.degree,"(35, 45]"
31,admin.,single,high.school,unknown,yes,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,high.school,"(25, 35]"
35,blue-collar,married,high.school,unknown,no,no,1.0,apr,mon,3.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(25, 35]"
24,services,single,high.school,no,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,high.school,"(15, 25]"
35,admin.,single,university.degree,no,no,no,1.0,jul,mon,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(25, 35]"
27,blue-collar,single,basic.4y,no,no,no,1.0,may,tue,2.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,basic.4y,"(25, 35]"
32,admin.,single,university.degree,no,yes,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
53,blue-collar,divorced,basic.9y,no,yes,no,1.0,may,fri,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,basic.9y,"(45, 55]"
33,technician,married,professional.course,unknown,yes,no,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,professional.course,"(25, 35]"
31,services,single,university.degree,no,no,no,0.0,jul,tue,2.0,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,0,university.degree,"(25, 35]"
45,housemaid,divorced,university.degree,no,yes,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,university.degree,"(35, 45]"
34,services,married,high.school,no,yes,no,1.0,may,fri,1.0,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,high.school,"(25, 35]"
38,admin.,married,university.degree,no,no,no,0.0,may,wed,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,university.degree,"(35, 45]"
45,blue-collar,married,basic.6y,unknown,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.6y,"(35, 45]"
35,self-employed,married,university.degree,no,yes,no,0.0,aug,tue,1.0,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,university.degree,"(25, 35]"
47,blue-collar,married,basic.4y,unknown,no,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,basic.4y,"(45, 55]"
28,technician,married,university.degree,no,no,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,university.degree,"(25, 35]"
28,admin.,single,high.school,no,no,no,0.0,may,mon,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,high.school,"(25, 35]"
29,admin.,single,university.degree,no,no,no,1.0,mar,mon,2.0,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0,university.degree,"(25, 35]"
42,technician,married,university.degree,no,no,no,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
57,self-employed,single,high.school,unknown,no,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,high.school,"(55, 65]"
47,technician,single,professional.course,unknown,no,no,0.0,jun,tue,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,professional.course,"(45, 55]"
31,admin.,single,high.school,no,yes,no,1.0,aug,tue,2.0,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0,high.school,"(25, 35]"
30,admin.,married,university.degree,no,yes,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(25, 35]"
64,retired,married,professional.course,no,no,no,1.0,aug,tue,1.0,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,1,professional.course,"(55, 65]"
44,blue-collar,single,high.school,no,yes,yes,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,high.school,"(35, 45]"
51,self-employed,married,university.degree,unknown,no,no,0.0,may,thu,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,university.degree,"(45, 55]"
38,services,single,high.school,no,yes,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,high.school,"(35, 45]"
50,blue-collar,married,basic.9y,unknown,no,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,basic.9y,"(45, 55]"
25,admin.,single,university.degree,no,no,yes,1.0,apr,mon,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,university.degree,"(15, 25]"
30,admin.,married,high.school,no,no,no,1.0,may,wed,1.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,high.school,"(25, 35]"
43,blue-collar,married,basic.9y,no,no,yes,1.0,jul,tue,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,basic.9y,"(35, 45]"
45,management,married,university.degree,no,no,yes,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(35, 45]"
33,blue-collar,married,basic.9y,no,no,no,1.0,apr,thu,1.0,5,1,success,-1.8,93.075,-47.1,1.41,5099.1,0,basic.9y,"(25, 35]"
52,admin.,married,university.degree,no,yes,no,1.0,apr,wed,2.0,10,1,success,-1.8,93.749,-34.6,0.654,5008.7,1,unknown,"(45, 55]"
57,blue-collar,married,high.school,no,yes,no,1.0,apr,tue,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,high.school,"(55, 65]"
33,blue-collar,married,basic.4y,no,no,no,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,basic.4y,"(25, 35]"
42,blue-collar,divorced,basic.9y,no,no,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.9y,"(35, 45]"
37,blue-collar,married,basic.9y,no,no,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,unknown,"(35, 45]"
36,housemaid,single,basic.4y,unknown,no,no,1.0,jul,fri,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.4y,"(35, 45]"
